code_year,prv,provider_name,ref_year,type,TEQSA_type,ownership,profit,affiliation,affil_status,eftsl_sum,primary_bfoe,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,sessional_prop,senior_prop,ssr_all,ssr_salaried,success_dom,success_int,success_all,attrition_dom,attrition_int,attrition_all
5555-2015,PRV12209,Torrens University Australia Ltd,2015,university,university,private,for_profit,non_aligned,current,168.375,mge_com,0.653,1.602,0.541,0.733,0.004,0.073,0.412,11.718,12.637,78.17,83.33,78.2,1.0,1.0,11.321
4413-2015,PRV12106,University College London,2015,university,university,public,not_for_profit,non_aligned,current,26.25,engineering,1.0,0.0,0.0,1.0,0.671,0.19,0.0,10.258,12.672,100.0,97.62,98.46,62.5,0.0,25.0
2241-2015,PRV12003,University of Canberra,2015,university,university,public,not_for_profit,non_aligned,current,10636.049,mge_com,0.262,2.848,0.838,0.147,0.217,0.2,0.295,21.1,26.388,82.68,78.09,81.67,16.98,13.52,16.04
4331-2015,PRV12135,University of Divinity,2015,university,university,public,not_for_profit,non_aligned,current,635.145,soc_cult,1.0,0.0,0.0,0.526,0.121,0.149,0.188,6.09,7.157,92.4,96.89,92.94,20.94,4.55,19.69
3039-2015,PRV12054,University of New England,2015,university,university,public,not_for_profit,RUN,current,10842.5,soc_cult,0.352,2.585,0.787,0.212,0.047,0.069,0.23,19.665,21.113,79.74,89.1,80.17,23.42,5.12,22.81
3013-2015,PRV12055,University of New South Wales,2015,university,university,public,not_for_profit,Go8,current,35985.827,mge_com,0.251,2.818,0.834,0.211,0.26,0.154,0.25,10.347,12.23,93.44,91.92,93.04,8.8,4.09,7.76
3014-2015,PRV12056,University of Newcastle,2015,university,university,public,not_for_profit,IRU,former,20247.875,health,0.261,2.949,0.846,0.137,0.089,0.201,0.218,15.634,19.571,87.06,87.42,87.09,17.54,8.47,16.52
3027-2015,PRV12107,University of South Australia,2015,university,university,public,not_for_profit,ATN,current,20367.416,health,0.256,2.921,0.844,0.142,0.173,0.231,0.149,13.919,18.091,88.17,89.71,88.43,17.9,8.05,16.23
2201-2015,PRV12081,University of Southern Queensland,2015,university,university,public,not_for_profit,RUN,current,13165.275,education,0.217,2.773,0.837,0.215,0.179,0.307,0.156,17.187,24.811,77.67,81.62,78.38,24.38,11.4,23.18
3045-2015,PRV12110,University of Tasmania,2015,university,university,public,not_for_profit,non_aligned,current,17057.936,health,0.321,2.801,0.818,0.131,0.15,0.168,0.184,13.534,16.273,84.17,84.39,84.2,35.26,3.14,34.68
3016-2015,PRV12060,University of Technology Sydney,2015,university,university,public,not_for_profit,ATN,current,26809.167,mge_com,0.311,2.856,0.832,0.226,0.246,0.289,0.22,18.319,25.764,91.95,89.04,91.23,9.53,8.76,9.32
3043-2015,PRV12082,University of the Sunshine Coast,2015,university,university,public,not_for_profit,RUN,current,7813.062,health,0.311,2.751,0.818,0.077,0.107,0.263,0.169,17.398,23.617,86.22,85.48,86.15,19.67,17.77,19.41
1058-2015,PRV12062,University of Wollongong,2015,university,university,public,not_for_profit,non_aligned,current,16765.305,mge_com,0.219,2.902,0.854,0.153,0.194,0.192,0.247,13.126,16.253,88.8,84.19,87.91,11.58,10.22,11.24
3007-2015,PRV12152,Victoria University,2015,university,university,public,not_for_profit,non_aligned,current,15158.679,health,0.239,2.563,0.805,0.134,0.191,0.268,0.171,17.878,24.427,82.09,81.37,81.95,18.66,27.77,20.81
3004-2015,PRV12061,Western Sydney University,2015,university,university,public,not_for_profit,IRU,current,31889.5,soc_cult,0.298,2.791,0.821,0.102,0.089,0.33,0.193,19.676,29.372,81.46,82.11,81.52,13.6,17.19,13.79
3006-2016,PRV12008,Australian Catholic University Limited,2016,university,university,public,not_for_profit,non_aligned,current,23630.125,health,0.466,1.924,0.674,0.107,0.091,0.361,0.167,20.435,31.979,89.52,90.86,89.64,15.37,15.88,15.41
3033-2016,PRV12002,Australian National University,2016,university,university,public,not_for_profit,Go8,current,14773.334,soc_cult,0.498,2.137,0.682,0.364,0.343,0.136,0.313,7.975,9.225,93.56,94.21,93.79,16.41,3.97,13.72
3003-2016,PRV12072,Bond University Limited,2016,university,university,private,not_for_profit,non_aligned,current,4807.563,soc_cult,0.32,2.359,0.774,0.386,0.335,0.347,0.28,12.536,19.21,89.87,91.83,90.53,8.64,7.0,8.06
4374-2016,PRV12095,Carnegie Mellon University,2016,university,university,private,not_for_profit,non_aligned,current,107.647,info_tech,0.849,0.613,0.257,1.0,0.951,0.381,0.023,11.682,18.873,100.0,99.2,99.24,40.0,2.46,3.94
2200-2016,PRV12073,Central Queensland University,2016,university,university,public,not_for_profit,RUN,current,12582.796,health,0.287,2.697,0.807,0.285,0.296,0.265,0.148,17.906,24.37,82.34,87.02,83.74,22.7,14.3,20.17
3001-2016,PRV12069,Charles Darwin University,2016,university,university,public,not_for_profit,IRU,current,5782.0,health,0.315,2.581,0.796,0.196,0.309,0.267,0.15,14.767,20.147,83.07,78.53,81.64,26.29,36.64,29.51
3005-2016,PRV12018,Charles Sturt University,2016,university,university,public,not_for_profit,RUN,current,20578.938,health,0.22,2.744,0.833,0.303,0.199,0.197,0.139,20.265,25.222,84.82,81.13,84.07,22.71,10.13,20.51
2236-2016,PRV12158,Curtin University,2016,university,university,public,not_for_profit,ATN,current,26660.062,mge_com,0.227,2.779,0.835,0.135,0.183,0.22,0.205,14.315,18.354,86.19,86.36,86.22,16.47,16.56,16.49
3030-2016,PRV12124,Deakin University,2016,university,university,public,not_for_profit,non_aligned,current,36250.786,soc_cult,0.23,2.867,0.836,0.185,0.188,0.23,0.175,17.471,22.686,84.96,83.49,84.69,15.76,9.85,14.72
2235-2016,PRV12160,Edith Cowan University,2016,university,university,public,not_for_profit,non_aligned,current,16653.042,health,0.24,2.815,0.839,0.209,0.199,0.276,0.167,23.883,32.967,83.83,79.72,83.01,21.54,14.33,20.21
2154-2016,PRV12151,Federation University Australia,2016,university,university,public,not_for_profit,RUN,current,8707.35,mge_com,0.24,2.748,0.835,0.267,0.35,0.31,0.136,16.833,24.383,84.67,80.9,83.33,21.86,34.18,27.18
3029-2016,PRV12097,Flinders University,2016,university,university,public,not_for_profit,IRU,current,15308.0,health,0.334,2.577,0.791,0.23,0.143,0.273,0.229,13.018,17.915,86.83,90.73,87.39,17.36,8.33,16.26
3032-2016,PRV12076,Griffith University,2016,university,university,public,not_for_profit,IRU,current,31208.96,mge_com,0.24,2.852,0.838,0.154,0.159,0.242,0.249,16.659,21.978,85.82,89.4,86.39,17.06,12.12,16.2
1019-2016,PRV12077,James Cook University,2016,university,university,public,not_for_profit,IRU,current,11975.75,health,0.388,2.543,0.775,0.143,0.152,0.171,0.254,13.838,16.697,85.69,82.39,85.19,20.93,22.73,21.25
3020-2016,PRV12132,La Trobe University,2016,university,university,public,not_for_profit,IRU,current,26711.25,health,0.316,2.557,0.789,0.161,0.193,0.256,0.163,19.495,26.198,88.61,87.81,88.45,14.13,14.11,14.12
3025-2016,PRV12032,Macquarie University,2016,university,university,public,not_for_profit,IRU,former,29179.778,soc_cult,0.482,2.213,0.689,0.159,0.224,0.319,0.217,17.202,25.278,84.93,83.73,84.66,9.78,8.53,9.55
3035-2016,PRV12140,Monash University,2016,university,university,public,not_for_profit,Go8,current,46521.188,mge_com,0.277,2.799,0.83,0.242,0.303,0.206,0.227,13.785,17.357,92.09,91.78,91.99,10.09,4.9,8.51
1034-2016,PRV12163,Murdoch University,2016,university,university,public,not_for_profit,IRU,current,9223.396,soc_cult,0.318,2.529,0.794,0.11,0.117,0.325,0.173,11.871,17.579,83.41,90.16,84.2,18.75,12.58,18.05
3042-2016,PRV12079,Queensland University of Technology,2016,university,university,public,not_for_profit,ATN,former,34181.688,mge_com,0.24,2.974,0.857,0.134,0.152,0.284,0.221,15.729,21.977,89.02,90.2,89.21,11.8,10.14,11.52
3034-2016,PRV12145,Royal Melbourne Institute of Technology,2016,university,university,public,not_for_profit,ATN,current,34759.499,mge_com,0.264,2.97,0.85,0.184,0.265,0.306,0.197,18.322,26.411,90.39,92.15,90.86,12.13,8.31,11.07
3038-2016,PRV12043,Southern Cross University,2016,university,university,public,not_for_profit,RUN,current,8632.438,mge_com,0.273,2.636,0.81,0.16,0.175,0.306,0.163,19.275,27.782,78.7,74.59,77.98,25.32,28.55,25.72
2177-2016,PRV12148,Swinburne University of Technology,2016,university,university,public,not_for_profit,non_aligned,current,20524.75,mge_com,0.248,2.773,0.836,0.143,0.169,0.477,0.145,15.18,29.039,83.2,87.12,83.87,23.42,15.89,22.39
3010-2016,PRV12105,The University of Adelaide,2016,university,university,public,not_for_profit,Go8,current,19278.979,soc_cult,0.195,2.959,0.851,0.171,0.256,0.147,0.253,11.278,13.219,88.93,91.76,89.65,11.05,4.2,9.21
3036-2016,PRV12150,The University of Melbourne,2016,university,university,public,not_for_profit,Go8,current,44196.949,mge_com,0.23,2.908,0.84,0.447,0.362,0.174,0.243,10.954,13.261,94.57,94.44,94.52,6.99,2.7,5.76
3044-2016,PRV12170,The University of Notre Dame Australia,2016,university,university,private,not_for_profit,non_aligned,current,8347.001,health,0.388,2.077,0.724,0.075,0.011,0.215,0.252,21.11,26.882,93.14,96.1,93.17,11.46,12.5,11.47
3019-2016,PRV12080,The University of Queensland,2016,university,university,public,not_for_profit,Go8,current,36358.875,health,0.226,2.842,0.836,0.186,0.252,0.139,0.241,11.3,13.118,89.9,93.33,90.76,11.06,4.04,9.09
3040-2016,PRV12057,The University of Sydney,2016,university,university,public,not_for_profit,Go8,current,43030.486,health,0.214,2.854,0.838,0.331,0.332,0.248,0.279,11.661,15.497,92.08,91.13,91.77,8.91,4.03,7.38
1055-2016,PRV12169,The University of Western Australia,2016,university,university,public,not_for_profit,Go8,current,17633.681,nat_phys_sci,0.368,2.462,0.773,0.291,0.18,0.082,0.302,11.198,12.194,90.9,90.56,90.83,7.63,4.47,7.17
5555-2016,PRV12209,Torrens University Australia Ltd,2016,university,university,private,for_profit,non_aligned,current,2866.22,mge_com,0.73,1.276,0.438,0.325,0.611,0.113,0.207,1.453,1.638,78.77,87.25,83.96,48.55,0.0,48.22
4413-2016,PRV12106,University College London,2016,university,university,public,not_for_profit,non_aligned,current,28.875,engineering,1.0,0.0,0.0,1.0,0.442,0.07,0.344,0.01,0.011,100.0,100.0,100.0,0.0,33.33,16.67
2241-2016,PRV12003,University of Canberra,2016,university,university,public,not_for_profit,non_aligned,current,10645.935,mge_com,0.251,2.866,0.842,0.138,0.2,0.192,0.286,21.653,26.8,84.38,78.88,83.25,18.31,14.18,17.39
4331-2016,PRV12135,University of Divinity,2016,university,university,public,not_for_profit,non_aligned,current,647.894,soc_cult,1.0,0.0,0.0,0.522,0.134,0.097,0.213,6.663,7.376,91.31,93.4,91.59,21.53,8.33,20.75
3039-2016,PRV12054,University of New England,2016,university,university,public,not_for_profit,RUN,current,10624.625,soc_cult,0.349,2.597,0.791,0.213,0.053,0.141,0.219,18.718,21.798,80.24,88.46,80.68,25.83,7.79,25.29
3013-2016,PRV12055,University of New South Wales,2016,university,university,public,not_for_profit,Go8,current,37949.119,mge_com,0.282,2.775,0.823,0.226,0.303,0.159,0.254,10.534,12.529,93.39,91.56,92.83,8.2,4.87,7.42
3014-2016,PRV12056,University of Newcastle,2016,university,university,public,not_for_profit,IRU,former,19825.75,health,0.264,2.951,0.846,0.129,0.104,0.2,0.231,14.849,18.567,88.09,86.95,87.97,17.01,9.46,16.09
3027-2016,PRV12107,University of South Australia,2016,university,university,public,not_for_profit,ATN,current,20396.041,health,0.26,2.915,0.842,0.143,0.176,0.233,0.161,14.704,19.183,88.45,89.65,88.66,17.34,7.68,15.71
2201-2016,PRV12081,University of Southern Queensland,2016,university,university,public,not_for_profit,RUN,current,12890.275,education,0.203,2.805,0.843,0.204,0.154,0.306,0.168,16.366,23.58,77.75,83.35,78.61,25.08,19.91,24.65
3045-2016,PRV12110,University of Tasmania,2016,university,university,public,not_for_profit,non_aligned,current,17998.571,health,0.338,2.774,0.812,0.127,0.158,0.158,0.19,13.844,16.439,86.24,90.26,86.88,35.81,26.35,34.8
3016-2016,PRV12060,University of Technology Sydney,2016,university,university,public,not_for_profit,ATN,current,29454.625,mge_com,0.3,2.867,0.836,0.219,0.26,0.291,0.238,18.914,26.689,92.08,90.01,91.54,9.59,10.11,9.73
3043-2016,PRV12082,University of the Sunshine Coast,2016,university,university,public,not_for_profit,RUN,current,8773.062,health,0.316,2.738,0.814,0.086,0.147,0.269,0.16,17.79,24.347,86.2,86.87,86.3,22.71,15.33,21.88
1058-2016,PRV12062,University of Wollongong,2016,university,university,public,not_for_profit,non_aligned,current,18068.427,mge_com,0.224,2.888,0.851,0.173,0.218,0.218,0.245,14.46,18.501,89.1,84.0,88.0,12.16,14.45,12.73
3007-2016,PRV12152,Victoria University,2016,university,university,public,not_for_profit,non_aligned,current,15389.533,health,0.241,2.598,0.808,0.129,0.195,0.263,0.173,17.827,24.187,80.95,82.62,81.28,18.49,18.66,18.52
3004-2016,PRV12061,Western Sydney University,2016,university,university,public,not_for_profit,IRU,current,31411.438,soc_cult,0.297,2.807,0.823,0.109,0.094,0.322,0.199,18.829,27.778,81.6,83.65,81.79,15.63,18.86,15.86
3006-2017,PRV12008,Australian Catholic University Limited,2017,university,university,public,not_for_profit,non_aligned,current,24487.0,health,0.458,1.929,0.676,0.115,0.098,0.373,0.164,20.645,32.921,90.38,92.07,90.55,15.37,16.57,15.48
3033-2017,PRV12002,Australian National University,2017,university,university,public,not_for_profit,Go8,current,16548.096,soc_cult,0.47,2.169,0.697,0.373,0.39,0.162,0.316,8.708,10.388,93.35,94.16,93.67,11.31,3.75,9.29
3003-2017,PRV12072,Bond University Limited,2017,university,university,private,not_for_profit,non_aligned,current,5017.813,soc_cult,0.277,2.4,0.785,0.445,0.38,0.324,0.291,12.955,19.173,94.64,91.85,93.58,7.32,6.55,7.04
4374-2017,PRV12095,Carnegie Mellon University,2017,university,university,private,not_for_profit,non_aligned,current,115.944,info_tech,0.876,0.539,0.217,1.0,0.944,0.192,0.309,0.221,0.273,97.79,98.59,98.55,7.69,1.6,2.17
2200-2017,PRV12073,Central Queensland University,2017,university,university,public,not_for_profit,RUN,current,13602.25,health,0.278,2.71,0.811,0.326,0.329,0.273,0.152,16.919,23.26,82.27,87.54,84.02,22.98,27.27,23.84
3001-2017,PRV12069,Charles Darwin University,2017,university,university,public,not_for_profit,IRU,current,5513.5,health,0.342,2.574,0.791,0.182,0.28,0.182,0.184,15.97,19.527,82.05,86.71,83.36,27.42,38.32,30.84
3005-2017,PRV12018,Charles Sturt University,2017,university,university,public,not_for_profit,RUN,current,21739.031,health,0.211,2.735,0.834,0.346,0.253,0.189,0.148,21.033,25.938,85.7,79.33,84.06,22.96,14.06,20.81
2236-2017,PRV12158,Curtin University,2017,university,university,public,not_for_profit,ATN,current,26644.875,health,0.222,2.782,0.836,0.124,0.17,0.207,0.222,14.737,18.576,85.66,86.5,85.8,15.17,16.93,15.42
3030-2017,PRV12124,Deakin University,2017,university,university,public,not_for_profit,non_aligned,current,38167.921,soc_cult,0.237,2.883,0.838,0.204,0.216,0.233,0.181,17.312,22.561,85.86,85.72,85.83,16.19,9.93,14.93
2235-2017,PRV12160,Edith Cowan University,2017,university,university,public,not_for_profit,non_aligned,current,17078.833,health,0.238,2.809,0.838,0.219,0.203,0.253,0.173,23.775,31.823,84.34,82.27,83.92,20.84,18.86,20.4
2154-2017,PRV12151,Federation University Australia,2017,university,university,public,not_for_profit,RUN,current,8209.603,mge_com,0.194,2.771,0.84,0.224,0.304,0.342,0.137,14.759,22.421,84.92,84.98,84.94,21.79,40.01,26.33
3029-2017,PRV12097,Flinders University,2017,university,university,public,not_for_profit,IRU,current,15583.042,health,0.335,2.594,0.793,0.235,0.154,0.288,0.23,13.354,18.758,87.21,91.1,87.81,18.6,10.9,17.52
3032-2017,PRV12076,Griffith University,2017,university,university,public,not_for_profit,IRU,current,32641.86,mge_com,0.239,2.833,0.834,0.145,0.151,0.243,0.236,17.365,22.944,84.79,90.52,85.66,17.09,12.04,16.23
1019-2017,PRV12077,James Cook University,2017,university,university,public,not_for_profit,IRU,current,11624.792,health,0.403,2.526,0.768,0.15,0.149,0.163,0.257,13.235,15.803,86.23,84.98,86.04,21.58,18.79,21.16
3020-2017,PRV12132,La Trobe University,2017,university,university,public,not_for_profit,IRU,current,27397.167,health,0.331,2.539,0.784,0.156,0.198,0.224,0.175,19.087,24.608,88.63,88.36,88.57,14.99,20.83,16.36
3025-2017,PRV12032,Macquarie University,2017,university,university,public,not_for_profit,IRU,former,31037.12,soc_cult,0.475,2.224,0.692,0.173,0.256,0.297,0.229,18.156,25.827,84.36,85.0,84.52,11.12,9.09,10.63
3035-2017,PRV12140,Monash University,2017,university,university,public,not_for_profit,Go8,current,49588.125,mge_com,0.274,2.837,0.836,0.261,0.343,0.209,0.223,13.437,16.982,92.63,92.02,92.42,9.19,5.08,7.78
1034-2017,PRV12163,Murdoch University,2017,university,university,public,not_for_profit,IRU,current,9810.271,soc_cult,0.312,2.456,0.789,0.114,0.12,0.296,0.173,12.487,17.736,83.28,89.42,84.01,17.66,17.27,17.62
3042-2017,PRV12079,Queensland University of Technology,2017,university,university,public,not_for_profit,ATN,former,35212.5,mge_com,0.235,2.987,0.859,0.131,0.158,0.3,0.216,16.687,23.837,89.06,90.4,89.27,12.17,8.06,11.5
3034-2017,PRV12145,Royal Melbourne Institute of Technology,2017,university,university,public,not_for_profit,ATN,current,37532.375,mge_com,0.278,2.951,0.846,0.195,0.294,0.301,0.195,18.68,26.736,90.17,92.49,90.85,12.61,7.17,10.99
3038-2017,PRV12043,Southern Cross University,2017,university,university,public,not_for_profit,RUN,current,9089.0,mge_com,0.282,2.653,0.81,0.173,0.206,0.323,0.159,19.777,29.206,79.66,79.29,79.59,24.9,34.49,26.74
2177-2017,PRV12148,Swinburne University of Technology,2017,university,university,public,not_for_profit,non_aligned,current,22081.75,mge_com,0.233,2.804,0.841,0.139,0.177,0.484,0.151,16.183,31.359,82.56,88.18,83.55,23.57,15.79,22.42
3010-2017,PRV12105,The University of Adelaide,2017,university,university,public,not_for_profit,Go8,current,19173.638,soc_cult,0.195,2.964,0.851,0.174,0.279,0.146,0.269,11.053,12.943,89.97,92.01,90.54,11.63,4.49,9.68
3036-2017,PRV12150,The University of Melbourne,2017,university,university,public,not_for_profit,Go8,current,46395.476,mge_com,0.229,2.929,0.841,0.45,0.395,0.178,0.241,11.016,13.393,94.27,93.92,94.13,6.82,3.02,5.6
3044-2017,PRV12170,The University of Notre Dame Australia,2017,university,university,private,not_for_profit,non_aligned,current,8278.967,health,0.399,2.069,0.719,0.162,0.01,0.208,0.277,19.289,24.361,94.41,93.93,94.4,10.93,5.71,10.87
3019-2017,PRV12080,The University of Queensland,2017,university,university,public,not_for_profit,Go8,current,37422.312,mge_com,0.223,2.838,0.835,0.227,0.293,0.14,0.244,11.632,13.527,90.29,93.6,91.26,10.95,4.08,8.91
3040-2017,PRV12057,The University of Sydney,2017,university,university,public,not_for_profit,Go8,current,45433.376,mge_com,0.227,2.872,0.839,0.346,0.374,0.248,0.28,11.606,15.437,92.35,92.07,92.25,9.22,4.03,7.27
1055-2017,PRV12169,The University of Western Australia,2017,university,university,public,not_for_profit,Go8,current,17682.375,nat_phys_sci,0.355,2.494,0.778,0.342,0.209,0.087,0.302,11.754,12.873,90.78,88.27,90.25,9.18,8.24,9.03
5555-2017,PRV12209,Torrens University Australia Ltd,2017,university,university,private,for_profit,non_aligned,current,4852.478,mge_com,0.552,1.761,0.618,0.261,0.439,0.367,0.229,14.543,22.981,73.1,81.16,76.37,23.85,23.88,23.86
2241-2017,PRV12003,University of Canberra,2017,university,university,public,not_for_profit,non_aligned,current,10522.125,mge_com,0.234,2.889,0.846,0.122,0.173,0.188,0.306,21.047,25.928,83.7,82.1,83.41,17.56,15.69,17.24
4331-2017,PRV12135,University of Divinity,2017,university,university,public,not_for_profit,non_aligned,current,639.523,soc_cult,1.0,0.0,0.0,0.519,0.159,0.1,0.141,5.359,5.953,89.24,98.24,90.68,25.52,17.65,24.83
3039-2017,PRV12054,University of New England,2017,university,university,public,not_for_profit,RUN,current,11459.375,soc_cult,0.359,2.577,0.787,0.23,0.058,0.176,0.228,19.516,23.67,76.72,89.54,77.47,23.55,10.6,23.05
3013-2017,PRV12055,University of New South Wales,2017,university,university,public,not_for_profit,Go8,current,40935.588,mge_com,0.287,2.783,0.824,0.25,0.351,0.189,0.259,12.415,15.307,93.84,92.3,93.3,7.93,4.08,6.91
3014-2017,PRV12056,University of Newcastle,2017,university,university,public,not_for_profit,IRU,former,19975.125,health,0.271,2.944,0.845,0.119,0.112,0.204,0.239,14.494,18.218,88.16,88.7,88.22,15.95,14.36,15.71
3027-2017,PRV12107,University of South Australia,2017,university,university,public,not_for_profit,ATN,current,20719.958,health,0.254,2.906,0.841,0.14,0.182,0.238,0.163,14.063,18.465,88.51,90.78,88.92,16.83,10.32,15.66
2201-2017,PRV12081,University of Southern Queensland,2017,university,university,public,not_for_profit,RUN,current,12239.962,education,0.207,2.78,0.842,0.179,0.122,0.281,0.173,15.246,21.196,77.7,80.9,78.09,26.53,19.59,25.84
3045-2017,PRV12110,University of Tasmania,2017,university,university,public,not_for_profit,non_aligned,current,18978.936,health,0.349,2.759,0.806,0.158,0.188,0.143,0.188,14.651,17.091,84.68,91.55,85.99,32.08,8.61,29.83
3016-2017,PRV12060,University of Technology Sydney,2017,university,university,public,not_for_profit,ATN,current,31225.542,mge_com,0.289,2.881,0.84,0.21,0.284,0.294,0.241,17.978,25.482,92.03,89.46,91.3,8.26,8.87,8.45
3043-2017,PRV12082,University of the Sunshine Coast,2017,university,university,public,not_for_profit,RUN,current,10253.0,health,0.288,2.791,0.825,0.134,0.208,0.285,0.164,18.819,26.321,84.83,87.0,85.29,19.17,23.08,20.04
1058-2017,PRV12062,University of Wollongong,2017,university,university,public,not_for_profit,non_aligned,current,18674.617,mge_com,0.215,2.889,0.852,0.192,0.242,0.212,0.246,14.674,18.62,88.89,85.34,88.04,12.62,19.84,14.63
3007-2017,PRV12152,Victoria University,2017,university,university,public,not_for_profit,non_aligned,current,15221.788,health,0.247,2.659,0.815,0.154,0.228,0.23,0.188,19.422,25.215,82.15,84.71,82.73,20.02,19.58,19.95
3004-2017,PRV12061,Western Sydney University,2017,university,university,public,not_for_profit,IRU,current,31161.362,soc_cult,0.29,2.813,0.824,0.122,0.118,0.348,0.2,19.287,29.596,82.41,86.17,82.85,15.18,15.7,15.22
2148-2013,PRV12052,The National Institute of Dramatic Art,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,166.0,creat_art,1.0,0.0,0.0,0.084,0.024,0.378,0.107,21.353,34.326,99.38,100.0,99.39,5.17,33.33,6.56
2170-2013,PRV12133,Marcus Oldham College,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,166.625,agri_env,1.0,0.0,0.0,0.02,0.0,0.319,0.146,20.55,30.165,100.0,100.0,100.0,1.33,12.78,1.33
2252-2013,PRV12015,Avondale College Limited,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1038.0,education,0.526,1.812,0.634,0.04,0.063,0.315,0.083,23.451,34.242,91.51,89.04,91.37,15.61,16.67,15.66
2271-2013,PRV12011,"Australian Film, Television and Radio School",2013,government,not_for_profit,public,not_for_profit,NUHEP,current,210.5,creat_art,1.0,0.0,0.0,0.743,0.0,0.126,0.22,14.746,16.871,99.76,100.0,99.76,4.92,2.982,4.92
4333-2013,PRV12074,Christian Heritage College,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,489.95,soc_cult,0.462,1.325,0.571,0.158,0.013,0.553,0.0,30.306,67.865,81.08,92.16,81.23,28.3,60.0,28.73
4334-2013,PRV12103 ,Tabor College Incorporated,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,399.729,soc_cult,0.482,1.266,0.554,0.194,0.0,0.423,0.05,27.44,47.587,84.6,89.77,84.6,24.32,35.33,24.32
4335-2013,PRV12010,Australian College of Theology Limited,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1436.469,soc_cult,1.0,0.0,0.0,0.458,0.05,0.241,0.084,19.845,26.144,91.67,87.82,91.48,26.24,27.27,26.28
4337-2013,PRV12149,Eastern College Australia Incorporated,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,161.408,soc_cult,0.678,0.907,0.437,0.488,0.054,0.142,0.154,17.93,20.901,90.53,92.28,90.62,27.39,0.0,27.22
4338-2013,PRV12033,Moore Theological College Council,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,337.178,soc_cult,1.0,0.0,0.0,0.062,0.027,0.415,0.058,24.666,42.157,96.01,88.82,95.82,14.39,50.0,15.44
4340-2013,PRV12139,Monash College Pty Ltd,2013,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1249.875,mge_com,0.739,1.238,0.431,0.0,0.949,0.551,0.185,19.991,44.555,75.89,80.12,79.91,16.67,12.75,13.01
4341-2013,PRV12127,Harvest Bible College Ltd,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,159.161,soc_cult,1.0,0.0,0.0,0.28,0.058,0.448,0.084,24.392,44.178,74.65,94.01,75.78,20.08,19.476,20.08
4343-2013,PRV12050,The Australian Institute of Music Limited,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,955.465,creat_art,0.915,0.42,0.156,0.041,0.05,0.247,0.077,18.182,24.132,100.0,100.0,100.0,22.89,17.65,22.64
4346-2013,PRV12064,Excelsia College,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,325.281,creat_art,0.46,1.457,0.614,0.51,0.054,0.294,0.145,22.253,31.537,91.94,93.88,92.04,15.76,25.0,16.11
4347-2013,PRV12047,Australian College of Christian Studies Ltd,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,20.25,soc_cult,1.0,0.0,0.0,0.0,0.0,0.376,0.013,23.076,36.955,89.81,94.241,89.81,27.27,31.668,27.27
4355-2013,PRV12088,Adelaide College of Divinity Incorporated,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,35.377,soc_cult,1.0,0.0,0.0,0.189,0.0,0.318,0.003,21.218,31.098,89.76,94.075,89.76,34.21,33.357,34.21
4359-2013,PRV12048,The College of Law Limited,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,1511.98,soc_cult,1.0,0.0,0.0,1.0,0.039,0.092,0.203,13.32,14.674,98.82,98.39,98.8,12.79,11.54,12.78
4360-2013,PRV12165,Perth Bible College Inc,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,41.609,soc_cult,1.0,0.0,0.0,0.019,0.09,0.311,0.0,18.603,27.0,89.88,100.0,90.86,50.0,44.44,48.84
4368-2013,PRV12017,Campion Institute Limited,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,93.875,soc_cult,1.0,0.0,0.0,0.0,0.045,0.653,0.0,30.256,87.119,93.44,91.18,93.34,14.29,100.0,16.67
4370-2013,PRV12109,Tabor College Tasmania Inc.,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,41.344,soc_cult,1.0,0.0,0.0,0.073,0.0,0.247,0.0,17.701,23.518,100.0,100.0,100.0,35.71,33.931,35.71
4380-2013,PRV12022,INSEARCH Limited,2013,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1258.37,mge_com,0.363,2.106,0.744,0.0,0.704,0.521,0.17,23.578,49.183,75.87,79.9,78.71,14.97,13.13,13.89
4382-2013,PRV12114,Australian Guild of Music Education Inc.,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,15.471,creat_art,1.0,0.0,0.0,0.0,0.0,0.419,0.0,29.93,51.5,67.08,71.476,67.08,50.0,40.894,50.0
